order_id,order_datetime,order_date,product_id,product_name,category,brand,region,country,sales_channel,sales_rep,customer_tier,payment_method,quantity,unit_price_usd,unit_cost_usd,discount_pct,discount_amount_usd,gross_revenue_usd,net_revenue_usd,cogs_usd,gross_profit_usd,order_status,is_returned
ORD-20250628-100012,2025-06-28 08:44:21,2025-06-28,PRD-1001,Wireless Headphones Pro,Electronics,AudioTech,Asia Pacific,Singapore,Direct Sales,Sarah Johnson,Platinum,PayPal,6,61.55,45.0,0,0.0,369.3,369.3,270.0,99.3,Completed,0
ORD-20250628-100013,2025-06-28 03:01:00,2025-06-28,PRD-1014,Cable Management Kit,Accessories,DeskPro,Latin America,Brazil,Direct Sales,Anna Mueller,Silver,Debit Card,4,13.28,4.5,0,0.0,53.11,53.11,18.0,35.11,Completed,0
ORD-20250628-100014,2025-06-28 14:29:29,2025-06-28,PRD-1005,Mechanical Keyboard RGB,Electronics,TypeMaster,Europe,Netherlands,Online,Priya Patel,Bronze,Bank Transfer,3,55.84,38.0,5,8.38,167.52,159.14,114.0,45.14,Completed,0
ORD-20250628-100015,2025-06-28 00:13:35,2025-06-28,PRD-1013,Thermal Coffee Mug,Kitchen,BrewKeep,Middle East,Qatar,Retail,Priya Patel,Bronze,PayPal,1,24.14,6.0,5,1.21,24.14,22.93,6.0,16.93,Completed,0
ORD-20250628-100016,2025-06-28 04:40:18,2025-06-28,PRD-1020,Gel Mouse Pad XL,Accessories,TypeMaster,Middle East,Saudi Arabia,Online,Nina Rossi,Platinum,Google Pay,10,11.59,4.0,0,0.0,115.86,115.86,40.0,75.86,Completed,0
ORD-20250628-100017,2025-06-28 20:55:27,2025-06-28,PRD-1010,Portable SSD 1TB,Storage,DataVault,North America,United States,Wholesale,Lisa Park,Silver,Bank Transfer,8,31.76,30.0,15,38.11,254.05,215.94,240.0,-24.06,Completed,0
ORD-20250628-100018,2025-06-28 13:53:10,2025-06-28,PRD-1015,Phone Wireless Charger,Electronics,ChargeFast,Asia Pacific,Australia,Online,Carlos Rivera,Platinum,Debit Card,6,17.23,8.0,0,0.0,103.38,103.38,48.0,55.38,Completed,0
ORD-20250628-100019,2025-06-28 02:18:36,2025-06-28,PRD-1017,Desk Organizer Bamboo,Office,EcoDesk,Middle East,Qatar,Wholesale,Tom Anderson,Platinum,Google Pay,5,27.65,9.0,15,20.73,138.23,117.5,45.0,72.5,Completed,0
ORD-20250628-100020,2025-06-28 22:49:36,2025-06-28,PRD-1019,Smart Notebook Reusable,Office,WriteRight,Europe,Germany,Partner,Lisa Park,Gold,Apple Pay,9,25.13,7.0,10,22.62,226.2,203.58,63.0,140.58,Completed,0
ORD-20250628-100021,2025-06-28 10:52:20,2025-06-28,PRD-1003,Ergonomic Office Chair,Furniture,ComfortPlus,Middle East,Qatar,Wholesale,Tom Anderson,Silver,Debit Card,1,119.73,110.0,10,11.97,119.73,107.76,110.0,-2.24,Completed,0
ORD-20250628-100022,2025-06-28 07:37:16,2025-06-28,PRD-1014,Cable Management Kit,Accessories,DeskPro,Asia Pacific,Singapore,Online,Emily Davis,Bronze,Debit Card,4,2.69,4.5,15,1.61,10.76,9.15,18.0,-8.85,Completed,0
ORD-20250628-100023,2025-06-28 17:59:21,2025-06-28,PRD-1018,Portable Projector Mini,Electronics,VisionTech,Latin America,Brazil,Online,Sarah Johnson,Bronze,Debit Card,2,83.24,80.0,0,0.0,166.48,166.48,160.0,6.48,Completed,0
ORD-20250628-100024,2025-06-28 18:33:45,2025-06-28,PRD-1015,Phone Wireless Charger,Electronics,ChargeFast,Asia Pacific,Australia,Direct Sales,Anna Mueller,Silver,Google Pay,3,25.74,8.0,20,15.44,77.22,61.78,24.0,37.78,Completed,0
ORD-20250628-100025,2025-06-28 15:04:54,2025-06-28,PRD-1006,4K Webcam HD,Electronics,VisionTech,Middle East,Qatar,Partner,Lisa Park,Silver,Debit Card,8,41.66,28.0,15,50.0,333.3,283.3,224.0,59.3,Completed,0
ORD-20250628-100026,2025-06-28 10:42:34,2025-06-28,PRD-1007,Laptop Stand Aluminum,Accessories,DeskPro,Asia Pacific,India,Wholesale,Mike Chen,Platinum,Apple Pay,9,21.22,10.0,0,0.0,191.01,191.01,90.0,101.01,Returned,1
ORD-20250628-100027,2025-06-28 18:41:23,2025-06-28,PRD-1002,USB-C Hub 7-in-1,Electronics,ConnectMax,Asia Pacific,Japan,Direct Sales,David Kim,Gold,Bank Transfer,4,24.45,12.0,0,0.0,97.79,97.79,48.0,49.79,Completed,0
ORD-20250628-100028,2025-06-28 12:12:56,2025-06-28,PRD-1001,Wireless Headphones Pro,Electronics,AudioTech,Middle East,Qatar,Retail,Sarah Johnson,Platinum,Debit Card,8,55.59,45.0,10,44.47,444.71,400.24,360.0,40.24,Completed,0
ORD-20250628-100029,2025-06-28 18:56:09,2025-06-28,PRD-1007,Laptop Stand Aluminum,Accessories,DeskPro,Asia Pacific,Japan,Direct Sales,Priya Patel,Silver,Credit Card,1,25.99,10.0,0,0.0,25.99,25.99,10.0,15.99,Completed,0
ORD-20250628-100030,2025-06-28 14:43:32,2025-06-28,PRD-1004,Standing Desk Mat,Furniture,ComfortPlus,Asia Pacific,Singapore,Wholesale,James Wilson,Platinum,Google Pay,6,35.52,18.0,15,31.97,213.13,181.16,108.0,73.16,Completed,0
ORD-20250628-100031,2025-06-28 15:22:06,2025-06-28,PRD-1017,Desk Organizer Bamboo,Office,EcoDesk,Asia Pacific,Singapore,Retail,Anna Mueller,Platinum,Bank Transfer,6,22.79,9.0,0,0.0,136.74,136.74,54.0,82.74,Cancelled,0
ORD-20250628-100032,2025-06-28 10:33:50,2025-06-28,PRD-1009,Smart LED Desk Lamp,Lighting,BrightLife,North America,United States,Partner,Emily Davis,Gold,Google Pay,1,17.16,12.5,5,0.86,17.16,16.3,12.5,3.8,Completed,0
ORD-20250628-100033,2025-06-28 10:06:09,2025-06-28,PRD-1002,USB-C Hub 7-in-1,Electronics,ConnectMax,Middle East,UAE,Wholesale,Anna Mueller,Gold,Credit Card,7,16.57,12.0,0,0.0,115.96,115.96,84.0,31.96,Completed,0
ORD-20250628-100034,2025-06-28 06:12:33,2025-06-28,PRD-1017,Desk Organizer Bamboo,Office,EcoDesk,Latin America,Chile,Partner,Priya Patel,Bronze,Apple Pay,5,4.12,9.0,20,4.12,20.62,16.5,45.0,-28.5,Completed,0
ORD-20250628-100035,2025-06-28 00:15:26,2025-06-28,PRD-1008,Noise Cancelling Earbuds,Electronics,AudioTech,Middle East,Qatar,Partner,Anna Mueller,Gold,Debit Card,1,35.25,22.0,5,1.76,35.25,33.49,22.0,11.49,Completed,0
ORD-20250628-100036,2025-06-28 22:21:46,2025-06-28,PRD-1007,Laptop Stand Aluminum,Accessories,DeskPro,Latin America,Chile,Partner,David Kim,Silver,Credit Card,1,9.33,10.0,20,1.87,9.33,7.46,10.0,-2.54,Completed,0
ORD-20250628-100037,2025-06-28 00:37:49,2025-06-28,PRD-1020,Gel Mouse Pad XL,Accessories,TypeMaster,Middle East,UAE,Online,Tom Anderson,Platinum,Apple Pay,4,5.73,4.0,10,2.29,22.91,20.62,16.0,4.62,Completed,0
ORD-20250628-100038,2025-06-28 04:35:17,2025-06-28,PRD-1016,Blue Light Glasses,Accessories,VisionShield,Latin America,Chile,Wholesale,Priya Patel,Gold,Apple Pay,3,21.52,5.5,0,0.0,64.55,64.55,16.5,48.05,Completed,0
ORD-20250628-100039,2025-06-28 12:48:44,2025-06-28,PRD-1001,Wireless Headphones Pro,Electronics,AudioTech,Middle East,Egypt,Partner,Sarah Johnson,Gold,Bank Transfer,1,51.6,45.0,0,0.0,51.6,51.6,45.0,6.6,Completed,0
ORD-20250628-100040,2025-06-28 20:48:35,2025-06-28,PRD-1008,Noise Cancelling Earbuds,Electronics,AudioTech,Latin America,Colombia,Direct Sales,Sarah Johnson,Silver,Google Pay,1,39.21,22.0,10,3.92,39.21,35.29,22.0,13.29,Completed,0
ORD-20250628-100041,2025-06-28 01:51:14,2025-06-28,PRD-1020,Gel Mouse Pad XL,Accessories,TypeMaster,Middle East,Egypt,Wholesale,Lisa Park,Silver,PayPal,3,15.27,4.0,20,9.16,45.8,36.64,12.0,24.64,Returned,1
ORD-20250628-100042,2025-06-28 04:02:14,2025-06-28,PRD-1017,Desk Organizer Bamboo,Office,EcoDesk,Middle East,UAE,Direct Sales,Nina Rossi,Platinum,Bank Transfer,8,8.78,9.0,0,0.0,70.24,70.24,72.0,-1.76,Completed,0
ORD-20250628-100043,2025-06-28 03:42:19,2025-06-28,PRD-1010,Portable SSD 1TB,Storage,DataVault,Latin America,Chile,Direct Sales,David Kim,Gold,Google Pay,8,34.06,30.0,0,0.0,272.51,272.51,240.0,32.51,Completed,0
ORD-20250628-100044,2025-06-28 23:08:53,2025-06-28,PRD-1017,Desk Organizer Bamboo,Office,EcoDesk,Europe,France,Partner,Priya Patel,Gold,Credit Card,1,16.52,9.0,20,3.3,16.52,13.22,9.0,4.22,Completed,0
ORD-20250628-100045,2025-06-28 05:57:27,2025-06-28,PRD-1019,Smart Notebook Reusable,Office,WriteRight,Asia Pacific,Australia,Wholesale,David Kim,Platinum,Google Pay,4,18.17,7.0,0,0.0,72.67,72.67,28.0,44.67,Completed,0
ORD-20250628-100046,2025-06-28 09:59:33,2025-06-28,PRD-1020,Gel Mouse Pad XL,Accessories,TypeMaster,Middle East,Saudi Arabia,Direct Sales,Carlos Rivera,Bronze,Bank Transfer,8,9.5,4.0,5,3.8,76.0,72.2,32.0,40.2,Completed,0
ORD-20250628-100047,2025-06-28 21:05:23,2025-06-28,PRD-1013,Thermal Coffee Mug,Kitchen,BrewKeep,Europe,Spain,Partner,Mike Chen,Platinum,Apple Pay,4,17.43,6.0,15,10.46,69.72,59.26,24.0,35.26,Completed,0
ORD-20250628-100048,2025-06-28 11:52:21,2025-06-28,PRD-1017,Desk Organizer Bamboo,Office,EcoDesk,Europe,United Kingdom,Direct Sales,Tom Anderson,Bronze,Bank Transfer,3,26.16,9.0,20,15.7,78.48,62.78,27.0,35.78,Completed,0
ORD-20250628-100049,2025-06-28 20:30:07,2025-06-28,PRD-1005,Mechanical Keyboard RGB,Electronics,TypeMaster,Europe,France,Partner,Tom Anderson,Bronze,Debit Card,8,51.12,38.0,0,0.0,408.99,408.99,304.0,104.99,Completed,0
ORD-20250628-100050,2025-06-28 13:20:52,2025-06-28,PRD-1006,4K Webcam HD,Electronics,VisionTech,Europe,Netherlands,Partner,Nina Rossi,Platinum,Credit Card,10,24.42,28.0,15,36.62,244.15,207.53,280.0,-72.47,Completed,0
ORD-20250628-100051,2025-06-28 08:04:40,2025-06-28,PRD-1018,Portable Projector Mini,Electronics,VisionTech,Middle East,Qatar,Direct Sales,Omar Hassan,Gold,PayPal,8,89.52,80.0,15,107.43,716.18,608.75,640.0,-31.25,Completed,0
ORD-20250628-100052,2025-06-28 01:53:28,2025-06-28,PRD-1007,Laptop Stand Aluminum,Accessories,DeskPro,Latin America,Brazil,Direct Sales,Lisa Park,Bronze,PayPal,9,18.52,10.0,15,25.0,166.68,141.68,90.0,51.68,Completed,0
ORD-20250628-100053,2025-06-28 18:19:23,2025-06-28,PRD-1019,Smart Notebook Reusable,Office,WriteRight,North America,Canada,Partner,David Kim,Platinum,Debit Card,8,17.06,7.0,10,13.65,136.51,122.86,56.0,66.86,Completed,0
ORD-20250628-100054,2025-06-28 14:26:13,2025-06-28,PRD-1013,Thermal Coffee Mug,Kitchen,BrewKeep,Latin America,Argentina,Retail,Sarah Johnson,Platinum,Bank Transfer,9,7.59,6.0,10,6.83,68.3,61.47,54.0,7.47,Completed,0
ORD-20250628-100055,2025-06-28 05:07:59,2025-06-28,PRD-1003,Ergonomic Office Chair,Furniture,ComfortPlus,Europe,France,Partner,Sarah Johnson,Gold,Google Pay,10,114.98,110.0,0,0.0,1149.79,1149.79,1100.0,49.79,Completed,0
ORD-20250628-100056,2025-06-28 17:33:41,2025-06-28,PRD-1003,Ergonomic Office Chair,Furniture,ComfortPlus,Latin America,Brazil,Online,Lisa Park,Silver,Credit Card,3,128.21,110.0,15,57.69,384.63,326.94,330.0,-3.06,Completed,0
ORD-20250628-100057,2025-06-28 19:02:55,2025-06-28,PRD-1016,Blue Light Glasses,Accessories,VisionShield,North America,Canada,Direct Sales,Tom Anderson,Silver,Debit Card,7,18.38,5.5,20,25.73,128.67,102.94,38.5,64.44,Completed,0
ORD-20250628-100058,2025-06-28 19:57:14,2025-06-28,PRD-1016,Blue Light Glasses,Accessories,VisionShield,Europe,Spain,Partner,Nina Rossi,Platinum,Google Pay,9,4.1,5.5,10,3.69,36.9,33.21,49.5,-16.29,Completed,0
ORD-20250628-100059,2025-06-28 01:26:31,2025-06-28,PRD-1010,Portable SSD 1TB,Storage,DataVault,Latin America,Chile,Partner,Tom Anderson,Platinum,Apple Pay,1,31.07,30.0,0,0.0,31.07,31.07,30.0,1.07,Completed,0
ORD-20250628-100060,2025-06-28 15:28:15,2025-06-28,PRD-1008,Noise Cancelling Earbuds,Electronics,AudioTech,Europe,United Kingdom,Retail,Nina Rossi,Silver,Credit Card,6,34.26,22.0,0,0.0,205.58,205.58,132.0,73.58,Completed,0
ORD-20250628-100061,2025-06-28 10:28:43,2025-06-28,PRD-1011,Wireless Mouse Slim,Electronics,ConnectMax,Middle East,Egypt,Wholesale,Emily Davis,Bronze,Apple Pay,1,21.03,9.0,20,4.21,21.03,16.82,9.0,7.82,Completed,0
ORD-20250628-100062,2025-06-28 08:16:02,2025-06-28,PRD-1016,Blue Light Glasses,Accessories,VisionShield,Latin America,Argentina,Partner,Lisa Park,Silver,Credit Card,9,7.35,5.5,20,13.22,66.12,52.9,49.5,3.4,Completed,0
ORD-20250628-100063,2025-06-28 20:58:44,2025-06-28,PRD-1003,Ergonomic Office Chair,Furniture,ComfortPlus,Middle East,UAE,Retail,Carlos Rivera,Gold,Credit Card,5,127.19,110.0,0,0.0,635.97,635.97,550.0,85.97,Completed,0
ORD-20250628-100064,2025-06-28 12:52:59,2025-06-28,PRD-1007,Laptop Stand Aluminum,Accessories,DeskPro,Asia Pacific,India,Partner,Mike Chen,Bronze,Apple Pay,8,7.85,10.0,15,9.41,62.77,53.36,80.0,-26.64,Completed,0
ORD-20250628-100065,2025-06-28 04:14:40,2025-06-28,PRD-1015,Phone Wireless Charger,Electronics,ChargeFast,Asia Pacific,India,Wholesale,James Wilson,Platinum,Apple Pay,8,16.44,8.0,20,26.31,131.55,105.24,64.0,41.24,Returned,1
ORD-20250628-100066,2025-06-28 00:58:48,2025-06-28,PRD-1010,Portable SSD 1TB,Storage,DataVault,Middle East,Qatar,Direct Sales,David Kim,Platinum,PayPal,8,39.36,30.0,0,0.0,314.9,314.9,240.0,74.9,Cancelled,0
ORD-20250628-100067,2025-06-28 10:30:13,2025-06-28,PRD-1001,Wireless Headphones Pro,Electronics,AudioTech,North America,Canada,Partner,Nina Rossi,Silver,Credit Card,4,63.44,45.0,10,25.38,253.76,228.38,180.0,48.38,Completed,0
ORD-20250628-100068,2025-06-28 19:58:45,2025-06-28,PRD-1012,Monitor Arm Dual,Furniture,DeskPro,Latin America,Chile,Direct Sales,Carlos Rivera,Bronze,Apple Pay,6,28.33,22.0,0,0.0,169.95,169.95,132.0,37.95,Completed,0
ORD-20250628-100069,2025-06-28 02:21:35,2025-06-28,PRD-1013,Thermal Coffee Mug,Kitchen,BrewKeep,Latin America,Argentina,Wholesale,Nina Rossi,Silver,Debit Card,1,4.42,6.0,20,0.88,4.42,3.54,6.0,-2.46,Completed,0
ORD-20250628-100070,2025-06-28 11:04:35,2025-06-28,PRD-1008,Noise Cancelling Earbuds,Electronics,AudioTech,Europe,United Kingdom,Wholesale,Lisa Park,Silver,Apple Pay,2,26.4,22.0,15,7.92,52.8,44.88,44.0,0.88,Completed,0
ORD-20250628-100071,2025-06-28 09:50:24,2025-06-28,PRD-1014,Cable Management Kit,Accessories,DeskPro,Asia Pacific,Japan,Wholesale,Priya Patel,Silver,Google Pay,8,22.26,4.5,0,0.0,178.08,178.08,36.0,142.08,Completed,0
ORD-20250628-100072,2025-06-28 20:31:17,2025-06-28,PRD-1004,Standing Desk Mat,Furniture,ComfortPlus,Middle East,Egypt,Partner,Mike Chen,Platinum,Credit Card,9,20.09,18.0,0,0.0,180.77,180.77,162.0,18.77,Completed,0
ORD-20250628-100073,2025-06-28 02:32:42,2025-06-28,PRD-1015,Phone Wireless Charger,Electronics,ChargeFast,North America,Canada,Partner,Lisa Park,Bronze,Google Pay,1,26.71,8.0,0,0.0,26.71,26.71,8.0,18.71,Completed,0
ORD-20250628-100074,2025-06-28 15:24:44,2025-06-28,PRD-1010,Portable SSD 1TB,Storage,DataVault,North America,United States,Partner,Anna Mueller,Silver,Google Pay,5,45.94,30.0,15,34.46,229.72,195.26,150.0,45.26,Completed,0
ORD-20250628-100075,2025-06-28 18:51:46,2025-06-28,PRD-1016,Blue Light Glasses,Accessories,VisionShield,Asia Pacific,Singapore,Partner,Priya Patel,Gold,Google Pay,1,18.9,5.5,0,0.0,18.9,18.9,5.5,13.4,Completed,0
ORD-20250628-100076,2025-06-28 20:22:59,2025-06-28,PRD-1008,Noise Cancelling Earbuds,Electronics,AudioTech,Europe,Germany,Partner,David Kim,Platinum,Google Pay,3,27.62,22.0,20,16.57,82.86,66.29,66.0,0.29,Completed,0
ORD-20250628-100077,2025-06-28 14:07:38,2025-06-28,PRD-1006,4K Webcam HD,Electronics,VisionTech,North America,Mexico,Direct Sales,Priya Patel,Platinum,Credit Card,4,33.39,28.0,5,6.68,133.56,126.88,112.0,14.88,Completed,0
ORD-20250628-100078,2025-06-28 05:51:58,2025-06-28,PRD-1001,Wireless Headphones Pro,Electronics,AudioTech,Europe,United Kingdom,Retail,Emily Davis,Silver,PayPal,7,62.88,45.0,0,0.0,440.17,440.17,315.0,125.17,Completed,0
ORD-20250628-100079,2025-06-28 23:28:27,2025-06-28,PRD-1020,Gel Mouse Pad XL,Accessories,TypeMaster,Latin America,Brazil,Direct Sales,Omar Hassan,Gold,Apple Pay,2,21.49,4.0,0,0.0,42.98,42.98,8.0,34.98,Completed,0
ORD-20250628-100080,2025-06-28 04:40:19,2025-06-28,PRD-1001,Wireless Headphones Pro,Electronics,AudioTech,North America,Canada,Direct Sales,Mike Chen,Gold,PayPal,8,55.36,45.0,0,0.0,442.85,442.85,360.0,82.85,Completed,0
ORD-20250628-100081,2025-06-28 11:04:29,2025-06-28,PRD-1001,Wireless Headphones Pro,Electronics,AudioTech,Latin America,Argentina,Direct Sales,James Wilson,Platinum,PayPal,4,46.13,45.0,20,36.91,184.53,147.62,180.0,-32.38,Completed,0
ORD-20250628-100082,2025-06-28 15:48:08,2025-06-28,PRD-1005,Mechanical Keyboard RGB,Electronics,TypeMaster,Asia Pacific,Japan,Online,Tom Anderson,Gold,Google Pay,2,46.74,38.0,0,0.0,93.48,93.48,76.0,17.48,Completed,0
ORD-20250628-100083,2025-06-28 20:11:31,2025-06-28,PRD-1013,Thermal Coffee Mug,Kitchen,BrewKeep,Latin America,Colombia,Direct Sales,Anna Mueller,Bronze,PayPal,6,15.57,6.0,0,0.0,93.4,93.4,36.0,57.4,Completed,0
ORD-20250628-100084,2025-06-28 17:20:00,2025-06-28,PRD-1020,Gel Mouse Pad XL,Accessories,TypeMaster,North America,United States,Wholesale,James Wilson,Bronze,Google Pay,4,22.18,4.0,20,17.75,88.73,70.98,16.0,54.98,Returned,1
ORD-20250628-100085,2025-06-28 15:09:11,2025-06-28,PRD-1007,Laptop Stand Aluminum,Accessories,DeskPro,Middle East,Egypt,Partner,Carlos Rivera,Bronze,PayPal,5,26.88,10.0,5,6.72,134.38,127.66,50.0,77.66,Completed,0
ORD-20250628-100086,2025-06-28 08:24:46,2025-06-28,PRD-1016,Blue Light Glasses,Accessories,VisionShield,Europe,France,Online,James Wilson,Platinum,PayPal,2,6.82,5.5,0,0.0,13.63,13.63,11.0,2.63,Completed,0
ORD-20250628-100087,2025-06-28 22:50:37,2025-06-28,PRD-1019,Smart Notebook Reusable,Office,WriteRight,Europe,France,Partner,Omar Hassan,Gold,Debit Card,6,4.32,7.0,0,0.0,25.92,25.92,42.0,-16.08,Completed,0
ORD-20250628-100088,2025-06-28 09:15:28,2025-06-28,PRD-1003,Ergonomic Office Chair,Furniture,ComfortPlus,Europe,Germany,Direct Sales,Priya Patel,Bronze,Apple Pay,5,105.35,110.0,0,0.0,526.75,526.75,550.0,-23.25,Completed,0
ORD-20250628-100089,2025-06-28 01:03:06,2025-06-28,PRD-1007,Laptop Stand Aluminum,Accessories,DeskPro,North America,Mexico,Partner,Omar Hassan,Silver,Credit Card,9,25.11,10.0,10,22.6,225.99,203.39,90.0,113.39,Completed,0
ORD-20250628-100090,2025-06-28 08:14:27,2025-06-28,PRD-1010,Portable SSD 1TB,Storage,DataVault,Europe,Spain,Direct Sales,Emily Davis,Bronze,Credit Card,2,33.11,30.0,0,0.0,66.23,66.23,60.0,6.23,Completed,0
ORD-20250628-100091,2025-06-28 19:42:25,2025-06-28,PRD-1016,Blue Light Glasses,Accessories,VisionShield,Latin America,Brazil,Wholesale,Priya Patel,Gold,Debit Card,9,11.9,5.5,0,0.0,107.12,107.12,49.5,57.62,Completed,0
ORD-20250628-100092,2025-06-28 00:09:55,2025-06-28,PRD-1011,Wireless Mouse Slim,Electronics,ConnectMax,Asia Pacific,Japan,Partner,Nina Rossi,Silver,Debit Card,7,20.06,9.0,15,21.06,140.41,119.35,63.0,56.35,Completed,0
ORD-20250628-100093,2025-06-28 00:25:02,2025-06-28,PRD-1003,Ergonomic Office Chair,Furniture,ComfortPlus,Middle East,Egypt,Retail,Sarah Johnson,Silver,Apple Pay,3,122.67,110.0,0,0.0,368.0,368.0,330.0,38.0,Completed,0
ORD-20250628-100094,2025-06-28 04:10:18,2025-06-28,PRD-1014,Cable Management Kit,Accessories,DeskPro,Middle East,Egypt,Online,Anna Mueller,Silver,Credit Card,1,16.38,4.5,20,3.28,16.38,13.1,4.5,8.6,Completed,0
ORD-20250628-100095,2025-06-28 08:20:47,2025-06-28,PRD-1013,Thermal Coffee Mug,Kitchen,BrewKeep,Asia Pacific,South Korea,Retail,Sarah Johnson,Bronze,Bank Transfer,1,3.58,6.0,0,0.0,3.58,3.58,6.0,-2.42,Completed,0
ORD-20250628-100096,2025-06-28 04:17:02,2025-06-28,PRD-1014,Cable Management Kit,Accessories,DeskPro,Europe,France,Wholesale,Carlos Rivera,Silver,Debit Card,9,3.02,4.5,0,0.0,27.15,27.15,40.5,-13.35,Completed,0
ORD-20250628-100097,2025-06-28 03:42:47,2025-06-28,PRD-1006,4K Webcam HD,Electronics,VisionTech,North America,Canada,Online,Mike Chen,Bronze,Debit Card,7,26.5,28.0,0,0.0,185.47,185.47,196.0,-10.53,Completed,0
ORD-20250628-100098,2025-06-28 06:14:41,2025-06-28,PRD-1009,Smart LED Desk Lamp,Lighting,BrightLife,Latin America,Colombia,Retail,Lisa Park,Platinum,Credit Card,4,13.09,12.5,0,0.0,52.36,52.36,50.0,2.36,Completed,0
ORD-20250628-100099,2025-06-28 13:43:18,2025-06-28,PRD-1007,Laptop Stand Aluminum,Accessories,DeskPro,Europe,France,Retail,Anna Mueller,Silver,Apple Pay,10,11.35,10.0,20,22.71,113.54,90.83,100.0,-9.17,Completed,0
ORD-20250628-100100,2025-06-28 00:11:16,2025-06-28,PRD-1013,Thermal Coffee Mug,Kitchen,BrewKeep,Middle East,Egypt,Direct Sales,Priya Patel,Silver,PayPal,10,12.07,6.0,20,24.14,120.68,96.54,60.0,36.54,Completed,0
ORD-20250628-100101,2025-06-28 13:48:29,2025-06-28,PRD-1006,4K Webcam HD,Electronics,VisionTech,North America,Mexico,Direct Sales,Nina Rossi,Silver,PayPal,10,46.77,28.0,0,0.0,467.69,467.69,280.0,187.69,Completed,0
ORD-20250628-100102,2025-06-28 07:22:25,2025-06-28,PRD-1019,Smart Notebook Reusable,Office,WriteRight,Latin America,Colombia,Online,James Wilson,Silver,Bank Transfer,3,17.55,7.0,20,10.53,52.64,42.11,21.0,21.11,Completed,0
ORD-20250628-100103,2025-06-28 15:48:57,2025-06-28,PRD-1013,Thermal Coffee Mug,Kitchen,BrewKeep,Middle East,Egypt,Retail,James Wilson,Silver,Google Pay,10,22.18,6.0,0,0.0,221.77,221.77,60.0,161.77,Completed,0
