order_id,order_datetime,order_date,product_id,product_name,category,brand,region,country,sales_channel,sales_rep,customer_tier,payment_method,quantity,unit_price_usd,unit_cost_usd,discount_pct,discount_amount_usd,gross_revenue_usd,net_revenue_usd,cogs_usd,gross_profit_usd,order_status,is_returned
ORD-20250630-100017,2025-06-30 05:37:03,2025-06-30,PRD-1008,Noise Cancelling Earbuds,Electronics,AudioTech,Europe,Spain,Direct Sales,Emily Davis,Gold,Google Pay,4,19.75,22.0,5,3.95,78.99,75.04,88.0,-12.96,Completed,0
ORD-20250630-100018,2025-06-30 23:39:22,2025-06-30,PRD-1016,Blue Light Glasses,Accessories,VisionShield,North America,Mexico,Retail,Sarah Johnson,Platinum,PayPal,10,17.07,5.5,0,0.0,170.75,170.75,55.0,115.75,Returned,1
ORD-20250630-100019,2025-06-30 06:22:39,2025-06-30,PRD-1011,Wireless Mouse Slim,Electronics,ConnectMax,Middle East,Saudi Arabia,Online,James Wilson,Platinum,Google Pay,10,4.86,9.0,0,0.0,48.64,48.64,90.0,-41.36,Completed,0
ORD-20250630-100020,2025-06-30 21:09:26,2025-06-30,PRD-1002,USB-C Hub 7-in-1,Electronics,ConnectMax,Latin America,Argentina,Online,Carlos Rivera,Bronze,Bank Transfer,10,24.05,12.0,20,48.1,240.5,192.4,120.0,72.4,Completed,0
ORD-20250630-100021,2025-06-30 08:09:46,2025-06-30,PRD-1017,Desk Organizer Bamboo,Office,EcoDesk,Europe,Netherlands,Direct Sales,Mike Chen,Silver,Google Pay,2,25.01,9.0,5,2.5,50.03,47.53,18.0,29.53,Completed,0
ORD-20250630-100022,2025-06-30 22:10:12,2025-06-30,PRD-1012,Monitor Arm Dual,Furniture,DeskPro,Asia Pacific,India,Online,Nina Rossi,Platinum,Credit Card,9,33.59,22.0,0,0.0,302.31,302.31,198.0,104.31,Completed,0
ORD-20250630-100023,2025-06-30 21:23:25,2025-06-30,PRD-1007,Laptop Stand Aluminum,Accessories,DeskPro,North America,Mexico,Online,Mike Chen,Gold,Credit Card,10,20.01,10.0,15,30.02,200.15,170.13,100.0,70.13,Completed,0
ORD-20250630-100024,2025-06-30 00:51:18,2025-06-30,PRD-1006,4K Webcam HD,Electronics,VisionTech,North America,Canada,Direct Sales,Priya Patel,Bronze,Bank Transfer,4,47.83,28.0,10,19.13,191.33,172.2,112.0,60.2,Completed,0
ORD-20250630-100025,2025-06-30 18:15:15,2025-06-30,PRD-1016,Blue Light Glasses,Accessories,VisionShield,Latin America,Brazil,Wholesale,James Wilson,Gold,Debit Card,3,21.16,5.5,10,6.35,63.49,57.14,16.5,40.64,Completed,0
ORD-20250630-100026,2025-06-30 03:59:24,2025-06-30,PRD-1005,Mechanical Keyboard RGB,Electronics,TypeMaster,Europe,Germany,Online,David Kim,Gold,Debit Card,8,50.01,38.0,10,40.01,400.08,360.07,304.0,56.07,Completed,0
ORD-20250630-100027,2025-06-30 00:30:27,2025-06-30,PRD-1016,Blue Light Glasses,Accessories,VisionShield,Asia Pacific,Singapore,Wholesale,Mike Chen,Platinum,Debit Card,7,8.96,5.5,20,12.55,62.75,50.2,38.5,11.7,Completed,0
ORD-20250630-100028,2025-06-30 02:58:01,2025-06-30,PRD-1011,Wireless Mouse Slim,Electronics,ConnectMax,North America,Mexico,Online,Mike Chen,Gold,Credit Card,3,5.6,9.0,0,0.0,16.81,16.81,27.0,-10.19,Completed,0
ORD-20250630-100029,2025-06-30 05:00:01,2025-06-30,PRD-1002,USB-C Hub 7-in-1,Electronics,ConnectMax,Asia Pacific,Singapore,Wholesale,Mike Chen,Silver,PayPal,6,15.44,12.0,10,9.26,92.61,83.35,72.0,11.35,Completed,0
ORD-20250630-100030,2025-06-30 09:52:26,2025-06-30,PRD-1009,Smart LED Desk Lamp,Lighting,BrightLife,Middle East,UAE,Direct Sales,Sarah Johnson,Silver,Debit Card,7,9.92,12.5,10,6.94,69.44,62.5,87.5,-25.0,Completed,0
ORD-20250630-100031,2025-06-30 05:40:14,2025-06-30,PRD-1017,Desk Organizer Bamboo,Office,EcoDesk,Asia Pacific,India,Retail,David Kim,Platinum,Bank Transfer,9,24.55,9.0,20,44.19,220.95,176.76,81.0,95.76,Completed,0
ORD-20250630-100032,2025-06-30 06:55:19,2025-06-30,PRD-1015,Phone Wireless Charger,Electronics,ChargeFast,North America,Mexico,Wholesale,David Kim,Bronze,Bank Transfer,9,17.21,8.0,0,0.0,154.86,154.86,72.0,82.86,Cancelled,0
ORD-20250630-100033,2025-06-30 02:43:10,2025-06-30,PRD-1002,USB-C Hub 7-in-1,Electronics,ConnectMax,North America,United States,Wholesale,James Wilson,Silver,PayPal,6,19.51,12.0,20,23.42,117.09,93.67,72.0,21.67,Completed,0
ORD-20250630-100034,2025-06-30 15:07:13,2025-06-30,PRD-1018,Portable Projector Mini,Electronics,VisionTech,Latin America,Argentina,Online,Priya Patel,Bronze,Apple Pay,1,96.88,80.0,10,9.69,96.88,87.19,80.0,7.19,Completed,0
ORD-20250630-100035,2025-06-30 02:42:08,2025-06-30,PRD-1017,Desk Organizer Bamboo,Office,EcoDesk,North America,Canada,Online,Tom Anderson,Bronze,Bank Transfer,2,6.59,9.0,0,0.0,13.18,13.18,18.0,-4.82,Completed,0
ORD-20250630-100036,2025-06-30 12:30:17,2025-06-30,PRD-1004,Standing Desk Mat,Furniture,ComfortPlus,North America,Mexico,Partner,Omar Hassan,Platinum,Apple Pay,3,31.14,18.0,20,18.68,93.41,74.73,54.0,20.73,Completed,0
ORD-20250630-100037,2025-06-30 13:51:14,2025-06-30,PRD-1001,Wireless Headphones Pro,Electronics,AudioTech,Europe,United Kingdom,Retail,David Kim,Gold,Apple Pay,10,59.56,45.0,0,0.0,595.62,595.62,450.0,145.62,Completed,0
ORD-20250630-100038,2025-06-30 17:21:28,2025-06-30,PRD-1008,Noise Cancelling Earbuds,Electronics,AudioTech,Middle East,Egypt,Direct Sales,Mike Chen,Platinum,Bank Transfer,8,24.8,22.0,0,0.0,198.4,198.4,176.0,22.4,Completed,0
ORD-20250630-100039,2025-06-30 22:24:16,2025-06-30,PRD-1004,Standing Desk Mat,Furniture,ComfortPlus,Middle East,Egypt,Retail,David Kim,Gold,Bank Transfer,7,20.29,18.0,10,14.21,142.06,127.85,126.0,1.85,Completed,0
ORD-20250630-100040,2025-06-30 03:20:58,2025-06-30,PRD-1019,Smart Notebook Reusable,Office,WriteRight,Asia Pacific,Australia,Partner,Priya Patel,Bronze,Apple Pay,2,22.25,7.0,15,6.67,44.5,37.83,14.0,23.83,Completed,0
ORD-20250630-100041,2025-06-30 01:38:09,2025-06-30,PRD-1020,Gel Mouse Pad XL,Accessories,TypeMaster,Europe,France,Online,Anna Mueller,Silver,PayPal,7,4.06,4.0,0,0.0,28.39,28.39,28.0,0.39,Completed,0
ORD-20250630-100042,2025-06-30 06:34:07,2025-06-30,PRD-1001,Wireless Headphones Pro,Electronics,AudioTech,North America,Canada,Partner,Tom Anderson,Platinum,Debit Card,3,41.76,45.0,20,25.05,125.27,100.22,135.0,-34.78,Completed,0
ORD-20250630-100043,2025-06-30 05:21:35,2025-06-30,PRD-1007,Laptop Stand Aluminum,Accessories,DeskPro,Europe,United Kingdom,Partner,Tom Anderson,Platinum,Bank Transfer,8,7.46,10.0,15,8.96,59.7,50.74,80.0,-29.26,Completed,0
ORD-20250630-100044,2025-06-30 18:28:49,2025-06-30,PRD-1008,Noise Cancelling Earbuds,Electronics,AudioTech,Latin America,Brazil,Partner,Mike Chen,Gold,Google Pay,4,19.58,22.0,5,3.92,78.31,74.39,88.0,-13.61,Completed,0
ORD-20250630-100045,2025-06-30 09:14:05,2025-06-30,PRD-1018,Portable Projector Mini,Electronics,VisionTech,Middle East,UAE,Partner,James Wilson,Platinum,Google Pay,8,81.04,80.0,20,129.67,648.36,518.69,640.0,-121.31,Completed,0
ORD-20250630-100046,2025-06-30 16:56:45,2025-06-30,PRD-1007,Laptop Stand Aluminum,Accessories,DeskPro,Middle East,Qatar,Direct Sales,James Wilson,Platinum,Credit Card,10,29.22,10.0,20,58.44,292.2,233.76,100.0,133.76,Completed,0
ORD-20250630-100047,2025-06-30 21:40:31,2025-06-30,PRD-1003,Ergonomic Office Chair,Furniture,ComfortPlus,Middle East,Egypt,Wholesale,James Wilson,Platinum,Bank Transfer,3,127.24,110.0,0,0.0,381.71,381.71,330.0,51.71,Completed,0
ORD-20250630-100048,2025-06-30 17:51:33,2025-06-30,PRD-1006,4K Webcam HD,Electronics,VisionTech,North America,United States,Partner,Sarah Johnson,Platinum,PayPal,6,40.37,28.0,5,12.11,242.22,230.11,168.0,62.11,Completed,0
ORD-20250630-100049,2025-06-30 17:30:31,2025-06-30,PRD-1008,Noise Cancelling Earbuds,Electronics,AudioTech,Middle East,Saudi Arabia,Online,Emily Davis,Gold,Google Pay,9,21.41,22.0,0,0.0,192.65,192.65,198.0,-5.35,Completed,0
ORD-20250630-100050,2025-06-30 19:06:09,2025-06-30,PRD-1009,Smart LED Desk Lamp,Lighting,BrightLife,North America,United States,Online,Omar Hassan,Silver,Bank Transfer,6,13.02,12.5,0,0.0,78.11,78.11,75.0,3.11,Completed,0
ORD-20250630-100051,2025-06-30 04:31:08,2025-06-30,PRD-1013,Thermal Coffee Mug,Kitchen,BrewKeep,Europe,Germany,Wholesale,Omar Hassan,Bronze,Apple Pay,7,17.14,6.0,20,24.0,119.98,95.98,42.0,53.98,Completed,0
ORD-20250630-100052,2025-06-30 02:27:09,2025-06-30,PRD-1019,Smart Notebook Reusable,Office,WriteRight,Asia Pacific,South Korea,Retail,James Wilson,Silver,Bank Transfer,5,11.12,7.0,5,2.78,55.58,52.8,35.0,17.8,Completed,0
ORD-20250630-100053,2025-06-30 13:56:42,2025-06-30,PRD-1012,Monitor Arm Dual,Furniture,DeskPro,Middle East,Egypt,Online,Emily Davis,Bronze,Credit Card,8,40.64,22.0,5,16.26,325.13,308.87,176.0,132.87,Completed,0
ORD-20250630-100054,2025-06-30 01:47:42,2025-06-30,PRD-1012,Monitor Arm Dual,Furniture,DeskPro,Asia Pacific,Singapore,Direct Sales,David Kim,Gold,Debit Card,6,25.65,22.0,0,0.0,153.89,153.89,132.0,21.89,Completed,0
ORD-20250630-100055,2025-06-30 14:54:00,2025-06-30,PRD-1020,Gel Mouse Pad XL,Accessories,TypeMaster,Europe,Spain,Wholesale,Tom Anderson,Silver,Debit Card,8,2.95,4.0,15,3.54,23.57,20.03,32.0,-11.97,Completed,0
ORD-20250630-100056,2025-06-30 09:16:35,2025-06-30,PRD-1012,Monitor Arm Dual,Furniture,DeskPro,Latin America,Argentina,Retail,Carlos Rivera,Silver,Apple Pay,5,21.18,22.0,10,10.59,105.9,95.31,110.0,-14.69,Completed,0
ORD-20250630-100057,2025-06-30 06:31:33,2025-06-30,PRD-1019,Smart Notebook Reusable,Office,WriteRight,North America,United States,Online,Lisa Park,Platinum,Apple Pay,8,3.56,7.0,5,1.43,28.5,27.07,56.0,-28.93,Completed,0
ORD-20250630-100058,2025-06-30 23:21:49,2025-06-30,PRD-1019,Smart Notebook Reusable,Office,WriteRight,Europe,Spain,Wholesale,Nina Rossi,Gold,Bank Transfer,4,16.6,7.0,15,9.96,66.42,56.46,28.0,28.46,Completed,0
ORD-20250630-100059,2025-06-30 16:16:48,2025-06-30,PRD-1003,Ergonomic Office Chair,Furniture,ComfortPlus,Europe,Spain,Wholesale,Lisa Park,Platinum,Credit Card,5,106.39,110.0,0,0.0,531.93,531.93,550.0,-18.07,Completed,0
ORD-20250630-100060,2025-06-30 17:41:29,2025-06-30,PRD-1009,Smart LED Desk Lamp,Lighting,BrightLife,Latin America,Brazil,Retail,David Kim,Silver,PayPal,10,12.46,12.5,0,0.0,124.63,124.63,125.0,-0.37,Completed,0
ORD-20250630-100061,2025-06-30 06:53:15,2025-06-30,PRD-1004,Standing Desk Mat,Furniture,ComfortPlus,Latin America,Colombia,Online,Nina Rossi,Gold,Google Pay,1,28.38,18.0,0,0.0,28.38,28.38,18.0,10.38,Completed,0
ORD-20250630-100062,2025-06-30 06:13:28,2025-06-30,PRD-1019,Smart Notebook Reusable,Office,WriteRight,Europe,Spain,Direct Sales,Carlos Rivera,Silver,PayPal,10,15.6,7.0,0,0.0,156.0,156.0,70.0,86.0,Completed,0
ORD-20250630-100063,2025-06-30 18:59:33,2025-06-30,PRD-1017,Desk Organizer Bamboo,Office,EcoDesk,North America,Canada,Wholesale,Tom Anderson,Bronze,PayPal,9,8.04,9.0,15,10.85,72.36,61.51,81.0,-19.49,Completed,0
ORD-20250630-100064,2025-06-30 02:22:21,2025-06-30,PRD-1017,Desk Organizer Bamboo,Office,EcoDesk,Latin America,Brazil,Wholesale,Priya Patel,Gold,Debit Card,6,27.62,9.0,0,0.0,165.71,165.71,54.0,111.71,Completed,0
ORD-20250630-100065,2025-06-30 12:18:29,2025-06-30,PRD-1006,4K Webcam HD,Electronics,VisionTech,Asia Pacific,Australia,Partner,Omar Hassan,Bronze,PayPal,1,23.93,28.0,0,0.0,23.93,23.93,28.0,-4.07,Completed,0
ORD-20250630-100066,2025-06-30 19:06:38,2025-06-30,PRD-1005,Mechanical Keyboard RGB,Electronics,TypeMaster,Latin America,Brazil,Wholesale,Nina Rossi,Gold,Bank Transfer,5,56.17,38.0,10,28.09,280.86,252.77,190.0,62.77,Completed,0
ORD-20250630-100067,2025-06-30 18:56:15,2025-06-30,PRD-1014,Cable Management Kit,Accessories,DeskPro,Europe,France,Wholesale,Omar Hassan,Bronze,Credit Card,8,11.71,4.5,10,9.37,93.72,84.35,36.0,48.35,Completed,0
ORD-20250630-100068,2025-06-30 08:37:06,2025-06-30,PRD-1008,Noise Cancelling Earbuds,Electronics,AudioTech,North America,United States,Online,David Kim,Platinum,Apple Pay,8,27.75,22.0,0,0.0,221.97,221.97,176.0,45.97,Completed,0
ORD-20250630-100069,2025-06-30 21:28:13,2025-06-30,PRD-1019,Smart Notebook Reusable,Office,WriteRight,Asia Pacific,Japan,Partner,Sarah Johnson,Silver,Bank Transfer,6,13.38,7.0,20,16.06,80.28,64.22,42.0,22.22,Completed,0
ORD-20250630-100070,2025-06-30 10:23:31,2025-06-30,PRD-1003,Ergonomic Office Chair,Furniture,ComfortPlus,Europe,Netherlands,Online,Tom Anderson,Bronze,Debit Card,3,125.51,110.0,0,0.0,376.54,376.54,330.0,46.54,Completed,0
ORD-20250630-100071,2025-06-30 22:32:32,2025-06-30,PRD-1005,Mechanical Keyboard RGB,Electronics,TypeMaster,Europe,France,Online,Lisa Park,Platinum,Bank Transfer,2,35.92,38.0,20,14.37,71.84,57.47,76.0,-18.53,Completed,0
ORD-20250630-100072,2025-06-30 22:48:37,2025-06-30,PRD-1001,Wireless Headphones Pro,Electronics,AudioTech,Asia Pacific,Japan,Direct Sales,Emily Davis,Gold,Credit Card,10,59.87,45.0,0,0.0,598.69,598.69,450.0,148.69,Completed,0
ORD-20250630-100073,2025-06-30 08:22:44,2025-06-30,PRD-1014,Cable Management Kit,Accessories,DeskPro,Latin America,Colombia,Direct Sales,Tom Anderson,Bronze,Google Pay,9,23.39,4.5,15,31.58,210.53,178.95,40.5,138.45,Completed,0
ORD-20250630-100074,2025-06-30 09:31:53,2025-06-30,PRD-1002,USB-C Hub 7-in-1,Electronics,ConnectMax,Middle East,Saudi Arabia,Retail,Nina Rossi,Silver,Credit Card,5,7.23,12.0,0,0.0,36.17,36.17,60.0,-23.83,Completed,0
ORD-20250630-100075,2025-06-30 07:17:22,2025-06-30,PRD-1018,Portable Projector Mini,Electronics,VisionTech,North America,United States,Online,Carlos Rivera,Bronze,Bank Transfer,8,93.13,80.0,10,74.5,745.03,670.53,640.0,30.53,Completed,0
ORD-20250630-100076,2025-06-30 10:54:15,2025-06-30,PRD-1006,4K Webcam HD,Electronics,VisionTech,Asia Pacific,South Korea,Partner,Priya Patel,Silver,PayPal,5,44.33,28.0,20,44.33,221.64,177.31,140.0,37.31,Completed,0
ORD-20250630-100077,2025-06-30 00:41:45,2025-06-30,PRD-1019,Smart Notebook Reusable,Office,WriteRight,Latin America,Brazil,Direct Sales,Mike Chen,Gold,Debit Card,8,23.78,7.0,20,38.05,190.24,152.19,56.0,96.19,Completed,0
ORD-20250630-100078,2025-06-30 05:46:08,2025-06-30,PRD-1005,Mechanical Keyboard RGB,Electronics,TypeMaster,Asia Pacific,Australia,Retail,Lisa Park,Platinum,Credit Card,8,54.39,38.0,15,65.26,435.08,369.82,304.0,65.82,Completed,0
ORD-20250630-100079,2025-06-30 17:53:12,2025-06-30,PRD-1015,Phone Wireless Charger,Electronics,ChargeFast,North America,Canada,Online,Omar Hassan,Bronze,Credit Card,9,4.58,8.0,20,8.25,41.24,32.99,72.0,-39.01,Completed,0
ORD-20250630-100080,2025-06-30 14:41:34,2025-06-30,PRD-1012,Monitor Arm Dual,Furniture,DeskPro,Europe,United Kingdom,Wholesale,Emily Davis,Bronze,Credit Card,6,17.31,22.0,0,0.0,103.87,103.87,132.0,-28.13,Completed,0
ORD-20250630-100081,2025-06-30 09:16:18,2025-06-30,PRD-1007,Laptop Stand Aluminum,Accessories,DeskPro,Middle East,Qatar,Wholesale,Omar Hassan,Platinum,Apple Pay,10,24.8,10.0,0,0.0,248.04,248.04,100.0,148.04,Completed,0
ORD-20250630-100082,2025-06-30 05:31:45,2025-06-30,PRD-1018,Portable Projector Mini,Electronics,VisionTech,Middle East,Saudi Arabia,Online,Mike Chen,Bronze,Google Pay,2,97.04,80.0,0,0.0,194.08,194.08,160.0,34.08,Returned,1
ORD-20250630-100083,2025-06-30 12:23:48,2025-06-30,PRD-1015,Phone Wireless Charger,Electronics,ChargeFast,Middle East,Qatar,Online,Emily Davis,Bronze,Credit Card,6,11.52,8.0,0,0.0,69.15,69.15,48.0,21.15,Completed,0
ORD-20250630-100084,2025-06-30 05:03:19,2025-06-30,PRD-1014,Cable Management Kit,Accessories,DeskPro,Latin America,Chile,Online,Nina Rossi,Gold,Debit Card,6,15.79,4.5,0,0.0,94.74,94.74,27.0,67.74,Completed,0
ORD-20250630-100085,2025-06-30 09:32:20,2025-06-30,PRD-1005,Mechanical Keyboard RGB,Electronics,TypeMaster,Middle East,Qatar,Online,Carlos Rivera,Platinum,Bank Transfer,1,39.54,38.0,10,3.95,39.54,35.59,38.0,-2.41,Completed,0
ORD-20250630-100086,2025-06-30 04:46:03,2025-06-30,PRD-1005,Mechanical Keyboard RGB,Electronics,TypeMaster,Middle East,Egypt,Partner,James Wilson,Platinum,PayPal,1,47.02,38.0,0,0.0,47.02,47.02,38.0,9.02,Completed,0
ORD-20250630-100087,2025-06-30 09:17:42,2025-06-30,PRD-1005,Mechanical Keyboard RGB,Electronics,TypeMaster,North America,Mexico,Retail,Mike Chen,Bronze,Debit Card,4,37.0,38.0,10,14.8,148.0,133.2,152.0,-18.8,Completed,0
ORD-20250630-100088,2025-06-30 13:41:21,2025-06-30,PRD-1019,Smart Notebook Reusable,Office,WriteRight,North America,Mexico,Retail,Nina Rossi,Gold,Bank Transfer,3,2.67,7.0,5,0.4,8.02,7.62,21.0,-13.38,Completed,0
ORD-20250630-100089,2025-06-30 23:38:11,2025-06-30,PRD-1004,Standing Desk Mat,Furniture,ComfortPlus,Asia Pacific,India,Partner,Omar Hassan,Silver,PayPal,7,16.4,18.0,10,11.48,114.8,103.32,126.0,-22.68,Completed,0
ORD-20250630-100090,2025-06-30 15:16:09,2025-06-30,PRD-1018,Portable Projector Mini,Electronics,VisionTech,Europe,France,Partner,Sarah Johnson,Bronze,Bank Transfer,10,81.31,80.0,0,0.0,813.06,813.06,800.0,13.06,Completed,0
ORD-20250630-100091,2025-06-30 14:54:22,2025-06-30,PRD-1012,Monitor Arm Dual,Furniture,DeskPro,North America,United States,Online,Priya Patel,Bronze,PayPal,8,28.95,22.0,0,0.0,231.57,231.57,176.0,55.57,Completed,0
ORD-20250630-100092,2025-06-30 21:38:47,2025-06-30,PRD-1015,Phone Wireless Charger,Electronics,ChargeFast,Europe,Netherlands,Online,Mike Chen,Silver,Credit Card,7,10.78,8.0,0,0.0,75.43,75.43,56.0,19.43,Completed,0
ORD-20250630-100093,2025-06-30 20:07:44,2025-06-30,PRD-1001,Wireless Headphones Pro,Electronics,AudioTech,Europe,Spain,Online,Nina Rossi,Gold,Bank Transfer,1,64.04,45.0,10,6.4,64.04,57.64,45.0,12.64,Completed,0
ORD-20250630-100094,2025-06-30 01:35:34,2025-06-30,PRD-1013,Thermal Coffee Mug,Kitchen,BrewKeep,Middle East,Egypt,Wholesale,Sarah Johnson,Silver,Bank Transfer,5,22.85,6.0,0,0.0,114.26,114.26,30.0,84.26,Completed,0
ORD-20250630-100095,2025-06-30 02:35:50,2025-06-30,PRD-1006,4K Webcam HD,Electronics,VisionTech,North America,Mexico,Wholesale,Lisa Park,Silver,Apple Pay,4,23.68,28.0,20,18.94,94.71,75.77,112.0,-36.23,Completed,0
ORD-20250630-100096,2025-06-30 17:31:14,2025-06-30,PRD-1014,Cable Management Kit,Accessories,DeskPro,North America,Mexico,Wholesale,Carlos Rivera,Silver,Debit Card,5,10.0,4.5,0,0.0,49.99,49.99,22.5,27.49,Completed,0
ORD-20250630-100097,2025-06-30 06:38:56,2025-06-30,PRD-1004,Standing Desk Mat,Furniture,ComfortPlus,Middle East,Qatar,Direct Sales,Lisa Park,Silver,Google Pay,4,32.73,18.0,0,0.0,130.92,130.92,72.0,58.92,Completed,0
ORD-20250630-100098,2025-06-30 09:30:19,2025-06-30,PRD-1012,Monitor Arm Dual,Furniture,DeskPro,Europe,France,Retail,Nina Rossi,Gold,PayPal,9,19.39,22.0,20,34.9,174.49,139.59,198.0,-58.41,Completed,0
ORD-20250630-100099,2025-06-30 07:23:01,2025-06-30,PRD-1015,Phone Wireless Charger,Electronics,ChargeFast,Middle East,Egypt,Wholesale,David Kim,Gold,Credit Card,4,22.73,8.0,10,9.09,90.9,81.81,32.0,49.81,Completed,0
ORD-20250630-100100,2025-06-30 08:15:08,2025-06-30,PRD-1007,Laptop Stand Aluminum,Accessories,DeskPro,Latin America,Brazil,Partner,Emily Davis,Bronze,Debit Card,8,21.0,10.0,0,0.0,168.0,168.0,80.0,88.0,Completed,0
ORD-20250630-100101,2025-06-30 14:57:42,2025-06-30,PRD-1005,Mechanical Keyboard RGB,Electronics,TypeMaster,Europe,Germany,Retail,Emily Davis,Silver,Apple Pay,3,38.87,38.0,15,17.49,116.62,99.13,114.0,-14.87,Completed,0
ORD-20250630-100102,2025-06-30 23:27:01,2025-06-30,PRD-1017,Desk Organizer Bamboo,Office,EcoDesk,Latin America,Chile,Wholesale,Emily Davis,Bronze,Bank Transfer,1,20.95,9.0,15,3.14,20.95,17.81,9.0,8.81,Completed,0
ORD-20250630-100103,2025-06-30 12:48:37,2025-06-30,PRD-1004,Standing Desk Mat,Furniture,ComfortPlus,North America,Mexico,Direct Sales,Omar Hassan,Platinum,PayPal,5,15.73,18.0,0,0.0,78.66,78.66,90.0,-11.34,Completed,0
